policy_id,policy_country_iso_code,policy_jurisdiction,policy_country,policy_type_of_policy_instrument,policy_sector_name,policy_type,policy_implementation_state,policy_date_of_decision,policy_start_date_of_implementation,policy_end_date_of_implementation,policy_high_impact,policy_start_date_analysis,policy_end_date_analysis,DirectInvestment,FiscalFinancialIncentives,Market-basedInstruments,CodesStandards,OtherRegulatoryInstruments,RDD,InformationEducation,PolicySupport,VoluntaryApproaches,BarrierRemoval,ClimateStrategy,Target,g1,g2,g3,g4,g5,g6,g7,eh1,eh2,eh3,eh4,eh5,eh6,eh7,eh8,eh9,eh10,i1,i2,i3,i4,i5,i6,i7,i8,i9,i10,i11,i12,i13,i14,b1,b2,b3,b4,b5,b6,lt1,lt2,lt3,lt4,lt5,lt6,lt7,af1,af2,af3,af4,af5,af6,GeneralSector,ElectricitySector,IndustrySector,BuildingsSector,TransportSector,LandSector,F,Sp
84,TUR,Country,Turkey,Policy support,General,"Energy service demand reduction and resource efficiency, Energy efficiency, Renewables, Other low-carbon technologies and fuel switch, Non-energy use",In force,2004,,,Unknown,2004,2019,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,5,1
86,TUR,Country,Turkey,"Grid access and priority for renewables, RD&D funding, Feed-in tariffs or premiums, Tax relief, Green certificates, Obligation schemes, Formal & legally binding renewable energy target","Electricity and heat, Renewables",Renewables,In force,2005,,,High,2005,2019,True,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,2
87,TUR,Country,Turkey,Other mandatory requirements,Agriculture and forestry,"Energy service demand reduction and resource efficiency, Non-energy use",In force,2005,,,Unknown,2005,2019,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1,2
88,TUR,Country,Turkey,"Infrastructure investments, Information and education, Performance label, Professional training and qualification, Institutional creation, Auditing, Codes and standards, Product standards, Vehicle fuel-economy and emissions standards, Monitoring, Negotiated agreements (public-private sector)","Buildings, Industry, Electricity and heat, Heating and cooling, Hot water and cooking, Appliances, Transport, Heavy-duty vehicles, Light-duty vehicles",Energy efficiency,In force,2007,,,Unknown,2007,2019,True,False,False,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,4,2
89,TUR,Country,Turkey,"Policy support, Auditing, Other mandatory requirements","Electricity and heat, Renewables",Renewables,In force,2007,,,Unknown,2007,2019,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,2
90,JPN,Country,Japan,"CO2 taxes, Energy and other taxes, Tax relief","Industry, Electricity and heat, Buildings, Heavy-duty vehicles, Light-duty vehicles","Energy service demand reduction and resource efficiency, Energy efficiency, Other low-carbon technologies and fuel switch, Non-energy use",In force,2012,,,High,2012,2019,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,True,True,False,False,3,2
92,JPN,Country,Japan,Strategic planning,Renewables,Renewables,In force,2014,,,Unknown,2014,2019,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,2
93,JPN,Country,Japan,"Information provision, Institutional creation, Monitoring, Formal & legally binding climate strategy",General,"Energy service demand reduction and resource efficiency, Energy efficiency, Renewables, Other low-carbon technologies and fuel switch, Non-energy use",In force,1998,,,Unknown,1998,2019,False,False,False,False,True,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,5,1
95,JPN,Country,Japan,"Grid access and priority for renewables, Net metering, Feed-in tariffs or premiums, Institutional creation, Obligation schemes","Electricity and heat, Renewables",Renewables,In force,2012,,,Unclear,2012,2019,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,2
96,JPN,Country,Japan,Regulatory Instruments,Fluorinated gases,Non-energy use,In force,2015,,,High,2015,2019,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,2,2
97,JPN,Country,Japan,"Sectoral standards, Other mandatory requirements",Forestry,"Energy service demand reduction and resource efficiency, Non-energy use, Energy efficiency, Renewables, Other low-carbon technologies and fuel switch",In force,2013,,,Unknown,2013,2019,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,1,2
98,KOR,Country,Republic of Korea,"GHG emission reduction crediting and offsetting mechanism, GHG emissions allowances, Institutional creation","Electricity and heat, Industry, General","Energy service demand reduction and resource efficiency, Energy efficiency, Renewables, Other low-carbon technologies and fuel switch, Non-energy use",In force,2012,2015,,Unknown,2012,2019,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,5,1
99,KOR,Country,Republic of Korea,Infrastructure investments,Electricity and heat,"Renewables, Energy efficiency",In force,2011,,,Unknown,2011,2019,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,1
100,DEU,Country,Germany,"Strategic planning, Regulatory Instruments",Renewables,"Energy efficiency, Renewables",In force,2016,,,Unknown,2016,2019,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,2
